纬度,经度,地点,项目,形式
37.965,140.830,宮城県角田市,〈聞き手が〉いるか：父親に,イッカイン
40.285,140.591,秋田県大館市,〈聞き手が〉いるか：父親に,エルガ
40.196,140.039,秋田県能代市,〈聞き手が〉いるか：父親に,エル
40.196,140.039,秋田県能代市,〈聞き手が〉いるか：父親に,エルガ
40.142,140.804,秋田県鹿角市,〈聞き手が〉いるか：父親に,エルガ
39.946,140.119,秋田県五城目町,〈聞き手が〉いるか：父親に,エルガ
39.921,139.905,秋田県男鹿市,〈聞き手が〉いるか：父親に,エサ　エルガ
39.716,140.114,秋田県秋田市,〈聞き手が〉いるか：父親に,エ⊥ルガ
39.583,140.570,秋田県角館町,〈聞き手が〉いるか：父親に,エルガ
39.387,140.037,秋田県本荘市,〈聞き手が〉いるか：父親に,エ⊥ルガー
39.256,139.919,秋田県金浦町,〈聞き手が〉いるか：父親に,エ⊥ッカ
39.106,140.536,秋田県稲川町,〈聞き手が〉いるか：父親に,エルガ
38.932,139.837,山形県酒田市,〈聞き手が〉いるか：父親に,イッガ
38.865,140.258,山形県真室川町,〈聞き手が〉いるか：父親に,イデッガー
38.774,139.775,山形県鶴岡市,〈聞き手が〉いるか：父親に,イッガ
38.738,140.142,山形県戸沢村,〈聞き手が〉いるか：父親に,イッカ
38.730,140.490,山形県最上町,〈聞き手が〉いるか：父親に,インナガ
38.588,139.831,山形県朝日村,〈聞き手が〉いるか：父親に,イッカ
38.416,140.173,山形県西川町,〈聞き手が〉いるか：父親に,エ⊥ッガ
38.243,140.331,山形県山形市,〈聞き手が〉いるか：父親に,ウ‥ズ‥サ　エ⊥ッカ
38.184,140.117,山形県白鷹町,〈聞き手が〉いるか：父親に,エッガ
38.088,139.731,山形県小国町,〈聞き手が〉いるか：父親に,イッカ
37.903,140.119,山形県米沢市,〈聞き手が〉いるか：父親に,トーチャン　アシタ　ウジニ‥　イダッカ
37.828,140.581,福島県保原町,〈聞き手が〉いるか：父親に,イッカイ
37.783,140.947,福島県相馬市,〈聞き手が〉いるか：父親に,イエ　ニ　イッカ
37.783,140.947,福島県相馬市,〈聞き手が〉いるか：父親に,イエ　サ　イッカ
37.773,140.512,福島県福島市,〈聞き手が〉いるか：父親に,エッカン
37.587,139.646,福島県西会津町,〈聞き手が〉いるか：父親に,イッカイ
37.587,140.468,福島県二本松市,〈聞き手が〉いるか：父親に,イッカイ
37.562,140.971,福島県小高町,〈聞き手が〉いるか：父親に,イッカ
37.555,140.757,福島県浪江町,〈聞き手が〉いるか：父親に,ＮＲ
37.554,140.068,福島県猪苗代町,〈聞き手が〉いるか：父親に,エ⊥ッカヨ
37.468,140.008,福島県会津若松市,〈聞き手が〉いるか：父親に,イッカイ
37.468,140.008,福島県会津若松市,〈聞き手が〉いるか：父親に,イラレッカイ
37.414,140.136,福島県郡山市,〈聞き手が〉いるか：父親に,エッカエ
37.365,140.966,福島県富岡町,〈聞き手が〉いるか：父親に,エッペガ
37.365,140.966,福島県富岡町,〈聞き手が〉いるか：父親に,エッカ
37.338,139.603,福島県昭和村,〈聞き手が〉いるか：父親に,エヤッカ
37.278,140.621,福島県小野町,〈聞き手が〉いるか：父親に,エッカエ
37.189,139.659,福島県田島町,〈聞き手が〉いるか：父親に,イラレッカヨー
37.127,140.208,福島県白河市,〈聞き手が〉いるか：父親に,イエニ　イッカイ
37.022,139.386,福島県檜枝岐村,〈聞き手が〉いるか：父親に,イラルカヤー
37.022,139.386,福島県檜枝岐村,〈聞き手が〉いるか：父親に,イルカヤー
36.942,140.761,福島県いわき市,〈聞き手が〉いるか：父親に,イッケー
36.942,140.761,福島県いわき市,〈聞き手が〉いるか：父親に,インノゲー
36.880,140.422,福島県矢祭町,〈聞き手が〉いるか：父親に,イッカイ
36.880,140.422,福島県矢祭町,〈聞き手が〉いるか：父親に,イッカ
36.828,140.795,茨城県北茨城市,〈聞き手が〉いるか：父親に,エ⊥ンノゲー
36.655,140.285,茨城県美和村,〈聞き手が〉いるか：父親に,インノゲ
36.655,140.285,茨城県美和村,〈聞き手が〉いるか：父親に,ウジニ　インノゲ
36.602,140.661,茨城県日立市,〈聞き手が〉いるか：父親に,イッカ
36.459,140.556,茨城県東海村,〈聞き手が〉いるか：父親に,ウジニ　イッケ
36.459,140.556,茨城県東海村,〈聞き手が〉いるか：父親に,ウジニ　インノゲ
36.378,140.457,茨城県水戸市,〈聞き手が〉いるか：父親に,エ⊥ッケー
36.237,140.199,茨城県八郷町,〈聞き手が〉いるか：父親に,イッカ
36.237,140.199,茨城県八郷町,〈聞き手が〉いるか：父親に,インノカ
36.162,139.964,茨城県千代川村,〈聞き手が〉いるか：父親に,イル
36.039,140.176,茨城県土浦市,〈聞き手が〉いるか：父親に,イッカ
35.886,140.668,茨城県神栖町,〈聞き手が〉いるか：父親に,イッカ
35.886,140.668,茨城県神栖町,〈聞き手が〉いるか：父親に,イルガ
36.981,139.787,栃木県塩原町,〈聞き手が〉いるか：父親に,イッカ
36.918,140.142,栃木県黒羽町,〈聞き手が〉いるか：父親に,イルケ
36.717,139.688,栃木県今市市,〈聞き手が〉いるか：父親に,イルケー
36.696,139.996,栃木県氏家町,〈聞き手が〉いるか：父親に,イッケー
36.636,139.441,栃木県足尾町,〈聞き手が〉いるか：父親に,イル
36.554,139.611,栃木県粟野町,〈聞き手が〉いるか：父親に,イルカイ
36.548,139.856,栃木県宇都宮市,〈聞き手が〉いるか：父親に,イルカイ
36.548,139.856,栃木県宇都宮市,〈聞き手が〉いるか：父親に,イルー
36.443,139.927,栃木県上三川町,〈聞き手が〉いるか：父親に,インノカイ
36.363,139.464,栃木県足利市,〈聞き手が〉いるか：父親に,イルカイ
36.785,139.252,群馬県片品村,〈聞き手が〉いるか：父親に,イルカイ
36.704,138.894,群馬県新治村,〈聞き手が〉いるか：父親に,イルカイ
36.689,139.109,群馬県川場村,〈聞き手が〉いるか：父親に,ウチニ　イルカイ
36.638,138.657,群馬県六合村,〈聞き手が〉いるか：父親に,イルカイ
36.542,138.894,群馬県東村(吾妻郡),〈聞き手が〉いるか：父親に,ウチニ　イラレマスカ
36.402,139.335,群馬県桐生市,〈聞き手が〉いるか：父親に,イル
36.389,139.082,群馬県前橋市,〈聞き手が〉いるか：父親に,オリマスカ
36.389,139.082,群馬県前橋市,〈聞き手が〉いるか：父親に,イルカ
36.239,139.518,群馬県館林市,〈聞き手が〉いるか：父親に,イルカイ
36.216,139.056,群馬県藤岡市,〈聞き手が〉いるか：父親に,ウチニ　イル
36.178,138.642,群馬県南牧村,〈聞き手が〉いるか：父親に,イル　カイ
36.192,139.177,埼玉県美里町,〈聞き手が〉いるか：父親に,イルカイ
36.102,139.546,埼玉県騎西町,〈聞き手が〉いるか：父親に,イル
36.102,139.546,埼玉県騎西町,〈聞き手が〉いるか：父親に,イルカイ
36.061,139.410,埼玉県東松山市,〈聞き手が〉いるか：父親に,イルカイ
35.972,139.051,埼玉県秩父市,〈聞き手が〉いるか：父親に,イルン
35.857,139.794,埼玉県草加市,〈聞き手が〉いるか：父親に,イル
35.857,139.794,埼玉県草加市,〈聞き手が〉いるか：父親に,イルカイ
35.834,139.430,埼玉県狭山市,〈聞き手が〉いるか：父親に,イルカヤー
35.954,139.858,千葉県野田市,〈聞き手が〉いるか：父親に,イルカイ
35.906,140.405,千葉県神崎町,〈聞き手が〉いるか：父親に,イッカ
35.699,140.851,千葉県銚子市,〈聞き手が〉いるか：父親に,イルー
35.682,140.316,千葉県八街市,〈聞き手が〉いるか：父親に,ウチニ　イルノ
35.682,140.316,千葉県八街市,〈聞き手が〉いるか：父親に,ウチニ　イッカ
35.535,140.115,千葉県市原市(八幡),〈聞き手が〉いるか：父親に,イッカ
35.404,140.373,千葉県長生村,〈聞き手が〉いるか：父親に,イルカイ
35.404,140.373,千葉県長生村,〈聞き手が〉いるか：父親に,イルケ
35.316,139.822,千葉県富津市,〈聞き手が〉いるか：父親に,ウチ　イルノカイ
35.258,140.163,千葉県市原市(戸面),〈聞き手が〉いるか：父親に,イルカェ
35.258,140.163,千葉県市原市(戸面),〈聞き手が〉いるか：父親に,イルカイ
35.021,139.951,千葉県丸山町,〈聞き手が〉いるか：父親に,イル
35.756,139.584,東京都練馬区,〈聞き手が〉いるか：父親に,イル
35.715,139.151,東京都檜原村,〈聞き手が〉いるか：父親に,イルカヨ
35.714,139.809,東京都墨田区,〈聞き手が〉いるか：父親に,イル
35.696,139.396,東京都立川市,〈聞き手が〉いるか：父親に,イル
35.622,139.719,東京都品川区,〈聞き手が〉いるか：父親に,イマスカ
35.601,139.436,東京都町田市,〈聞き手が〉いるか：父親に,イル
34.787,139.392,東京都大島町,〈聞き手が〉いるか：父親に,インナー
33.894,139.592,東京都御蔵島村,〈聞き手が〉いるか：父親に,エーン　イルカ
33.066,139.813,東京都八丈町,〈聞き手が〉いるか：父親に,アロカ
32.454,139.771,東京都青ヶ島村,〈聞き手が〉いるか：父親に,オジャロカ
32.454,139.771,東京都青ヶ島村,〈聞き手が〉いるか：父親に,オジャリャロカ
27.099,142.197,東京都小笠原村,〈聞き手が〉いるか：父親に,イルカイ
35.545,139.129,神奈川県津久井町,〈聞き手が〉いるか：父親に,オヤジイルカ
35.435,139.367,神奈川県厚木市,〈聞き手が〉いるか：父親に,イルカー
35.435,139.367,神奈川県厚木市,〈聞き手が〉いるか：父親に,イルー
35.419,139.629,神奈川県横浜市,〈聞き手が〉いるか：父親に,イル
35.298,139.187,神奈川県小田原市,〈聞き手が〉いるか：父親に,イルカ
35.143,139.622,神奈川県三浦市,〈聞き手が〉いるか：父親に,インカー
38.464,139.252,新潟県粟島浦村,〈聞き手が〉いるか：父親に,イルガ
38.222,139.464,新潟県村上市,〈聞き手が〉いるか：父親に,イルロカネ
38.135,139.550,新潟県関川村,〈聞き手が〉いるか：父親に,イルゲー
38.082,138.435,新潟県両津市,〈聞き手が〉いるか：父親に,オルカ
38.032,138.242,新潟県相川町,〈聞き手が〉いるか：父親に,オルノンカ
37.933,139.354,新潟県新発田市,〈聞き手が〉いるか：父親に,イルカ
37.917,139.027,新潟県新潟市,〈聞き手が〉いるか：父親に,エ⊥ッカネ
37.764,138.884,新潟県巻町,〈聞き手が〉いるか：父親に,イルケー
37.749,139.205,新潟県五泉市,〈聞き手が〉いるか：父親に,ドコモ　イガネカネー
37.749,139.205,新潟県五泉市,〈聞き手が〉いるか：父親に,ドコモ　イガネー
37.749,139.205,新潟県五泉市,〈聞き手が〉いるか：父親に,イルカネー
37.678,139.460,新潟県津川町,〈聞き手が〉いるか：父親に,イルカ
37.678,139.460,新潟県津川町,〈聞き手が〉いるか：父親に,イッカ
37.560,139.048,新潟県下田村,〈聞き手が〉いるか：父親に,イルカイ
37.421,138.897,新潟県長岡市,〈聞き手が〉いるか：父親に,イマスカ
37.362,138.553,新潟県柏崎市,〈聞き手が〉いるか：父親に,イル
37.354,139.065,新潟県入広瀬村,〈聞き手が〉いるか：父親に,イルコテヤノー
37.238,138.915,新潟県堀之内町,〈聞き手が〉いるか：父親に,イルカイ
37.238,138.915,新潟県堀之内町,〈聞き手が〉いるか：父親に,イルカー
37.125,138.230,新潟県上越市,〈聞き手が〉いるか：父親に,イナルカネ
37.098,138.622,新潟県松之山町,〈聞き手が〉いるか：父親に,イルカイ
37.022,138.847,新潟県塩沢町,〈聞き手が〉いるか：父親に,イルカイ
37.005,138.629,新潟県津南町,〈聞き手が〉いるか：父親に,イルカイ
36.933,137.907,新潟県糸魚川市,〈聞き手が〉いるか：父親に,オルダローノー
36.913,138.846,新潟県湯沢町,〈聞き手が〉いるか：父親に,イルカイ
36.958,137.567,富山県朝日町,〈聞き手が〉いるか：父親に,オラッシャル
36.958,137.567,富山県朝日町,〈聞き手が〉いるか：父親に,オル
36.895,137.005,富山県氷見市,〈聞き手が〉いるか：父親に,オーナナー
36.751,137.005,富山県高岡市,〈聞き手が〉いるか：父親に,オルー
36.699,137.205,富山県富山市,〈聞き手が〉いるか：父親に,オンカ゜ケ
36.655,136.849,富山県小矢部市,〈聞き手が〉いるか：父親に,オルカ
36.606,136.970,富山県庄川町,〈聞き手が〉いるか：父親に,オルー
36.582,137.393,富山県立山町,〈聞き手が〉いるか：父親に,オラン
36.582,137.393,富山県立山町,〈聞き手が〉いるか：父親に,オルカ
36.575,137.133,富山県八尾町,〈聞き手が〉いるか：父親に,オル
36.443,136.974,富山県平村,〈聞き手が〉いるか：父親に,ゴザルカイ
36.443,136.974,富山県平村,〈聞き手が〉いるか：父親に,イヤルカ
36.443,136.974,富山県平村,〈聞き手が〉いるか：父親に,キヤル
36.435,137.011,富山県利賀村,〈聞き手が〉いるか：父親に,イヤルガ
37.444,137.283,石川県珠洲市,〈聞き手が〉いるか：父親に,オッテカ゜キャ
37.444,137.283,石川県珠洲市,〈聞き手が〉いるか：父親に,オッテカ゜カ
37.444,137.283,石川県珠洲市,〈聞き手が〉いるか：父親に,オッテノカ゜キャ
37.444,137.283,石川県珠洲市,〈聞き手が〉いるか：父親に,オルカ
37.375,136.803,石川県輪島市,〈聞き手が〉いるか：父親に,オルカ゜ケ
37.375,136.803,石川県輪島市,〈聞き手が〉いるか：父親に,オルケ
37.062,136.890,石川県田鶴浜町,〈聞き手が〉いるか：父親に,オルカイネ
37.062,136.890,石川県田鶴浜町,〈聞き手が〉いるか：父親に,オルカネ
36.898,136.779,石川県羽咋市,〈聞き手が〉いるか：父親に,オルカ
36.593,136.593,石川県金沢市,〈聞き手が〉いるか：父親に,オレルカ
36.593,136.593,石川県金沢市,〈聞き手が〉いるか：父親に,オルカ
36.465,136.589,石川県川北町,〈聞き手が〉いるか：父親に,オルカ゜カ
36.465,136.589,石川県川北町,〈聞き手が〉いるか：父親に,オルケ゜ーロ
36.426,136.452,石川県小松市,〈聞き手が〉いるか：父親に,オルカ゜カ
36.310,136.310,石川県加賀市,〈聞き手が〉いるか：父親に,オルンカ
36.310,136.310,石川県加賀市,〈聞き手が〉いるか：父親に,オルンケ
36.175,136.625,石川県白峰村,〈聞き手が〉いるか：父親に,オッチャ
36.161,136.263,福井県丸岡町,〈聞き手が〉いるか：父親に,イルカノ
36.161,136.263,福井県丸岡町,〈聞き手が〉いるか：父親に,イルンニャロノ
36.061,136.499,福井県勝山市,〈聞き手が〉いるか：父親に,ウチニ　イナハルンデスカ
36.021,136.275,福井県福井市,〈聞き手が〉いるか：父親に,イルカ
36.005,136.463,福井県大野市,〈聞き手が〉いるか：父親に,ウチニ　イナハルカ
35.858,136.096,福井県武生市,〈聞き手が〉いるか：父親に,イルカ
35.654,136.044,福井県敦賀市,〈聞き手が〉いるか：父親に,オル
35.565,135.863,福井県三方町,〈聞き手が〉いるか：父親に,オルケ
35.447,135.821,福井県小浜市,〈聞き手が〉いるか：父親に,オルカ
35.406,135.657,福井県名田庄村,〈聞き手が〉いるか：父親に,オラルカ
35.406,135.657,福井県名田庄村,〈聞き手が〉いるか：父親に,オッテカ
35.858,138.394,山梨県大泉村,〈聞き手が〉いるか：父親に,イルカイ
35.713,138.669,山梨県山梨市,〈聞き手が〉いるか：父親に,イルケ
35.689,138.486,山梨県双葉町,〈聞き手が〉いるか：父親に,イルケ
35.671,138.572,山梨県甲府市,〈聞き手が〉いるか：父親に,イマス
35.610,138.905,山梨県大月市,〈聞き手が〉いるか：父親に,イル
35.576,138.302,山梨県早川町,〈聞き手が〉いるか：父親に,イルカー
35.554,138.910,山梨県都留市,〈聞き手が〉いるか：父親に,イル
35.494,138.801,山梨県富士吉田市,〈聞き手が〉いるか：父親に,イルカ
35.494,138.801,山梨県富士吉田市,〈聞き手が〉いるか：父親に,イルカナ
36.829,138.624,長野県栄村,〈聞き手が〉いるか：父親に,イロカ
36.829,138.624,長野県栄村,〈聞き手が〉いるか：父親に,オロカ
36.795,137.912,長野県小谷村,〈聞き手が〉いるか：父親に,イルカイ
36.741,138.378,長野県中野市,〈聞き手が〉いるか：父親に,イルカイ
36.645,138.186,長野県長野市,〈聞き手が〉いるか：父親に,イマスカネ
36.614,137.989,長野県小川村,〈聞き手が〉いるか：父親に,イルカエ
36.507,137.857,長野県大町市,〈聞き手が〉いるか：父親に,イルカイ
36.440,138.194,長野県坂城町,〈聞き手が〉いるか：父親に,イル
36.398,138.251,長野県上田市,〈聞き手が〉いるか：父親に,イル
36.225,137.921,長野県松本市,〈聞き手が〉いるか：父親に,イルカイ
36.119,138.481,長野県八千穂村,〈聞き手が〉いるか：父親に,イルカイ
36.049,138.227,長野県茅野市,〈聞き手が〉いるか：父親に,イルカエ
35.960,137.587,長野県開田村,〈聞き手が〉いるか：父親に,イタガ
35.932,137.953,長野県箕輪町,〈聞き手が〉いるか：父親に,イルカイ
35.848,137.695,長野県木曽福島町,〈聞き手が〉いるか：父親に,オルー
35.563,137.623,長野県南木曽町,〈聞き手が〉いるか：父親に,オルケ
35.431,137.867,長野県飯田市,〈聞き手が〉いるか：父親に,オルカナ
35.271,137.711,長野県売木村,〈聞き手が〉いるか：父親に,オルケ
36.396,137.378,岐阜県神岡町,〈聞き手が〉いるか：父親に,オレルカイ
36.163,136.908,岐阜県白川村,〈聞き手が〉いるか：父親に,オルカ
36.147,137.257,岐阜県高山市,〈聞き手が〉いるか：父親に,ゴザルカナ
35.915,137.200,岐阜県萩原町,〈聞き手が〉いるか：父親に,オルカナ
35.814,136.897,岐阜県大和町,〈聞き手が〉いるか：父親に,オイデルカ
35.814,136.897,岐阜県大和町,〈聞き手が〉いるか：父親に,オルカナ
35.610,137.253,岐阜県白川町,〈聞き手が〉いるか：父親に,ゴザルカ
35.610,137.253,岐阜県白川町,〈聞き手が〉いるか：父親に,オイデルカ
35.603,136.410,岐阜県坂内村,〈聞き手が〉いるか：父親に,オルカ
35.571,137.456,岐阜県福岡町,〈聞き手が〉いるか：父親に,オラッセル
35.471,136.777,岐阜県岐阜市,〈聞き手が〉いるか：父親に,オンサルカ
35.469,136.598,岐阜県揖斐川町,〈聞き手が〉いるか：父親に,オンサルカネ
35.451,137.056,岐阜県美濃加茂市,〈聞き手が〉いるか：父親に,イリャースカ
35.382,137.265,岐阜県瑞浪市,〈聞き手が〉いるか：父親に,オーデルヤローカ
35.368,136.529,岐阜県垂井町,〈聞き手が〉いるか：父親に,イル
35.368,136.529,岐阜県垂井町,〈聞き手が〉いるか：父親に,ミエル
35.304,137.412,岐阜県明智町,〈聞き手が〉いるか：父親に,オルカナ
35.223,136.670,岐阜県海津町,〈聞き手が〉いるか：父親に,イル
35.223,136.670,岐阜県海津町,〈聞き手が〉いるか：父親に,イリャース
35.298,138.928,静岡県御殿場市,〈聞き手が〉いるか：父親に,イル
35.269,138.624,静岡県富士宮市,〈聞き手が〉いるか：父親に,イルキャー
35.224,138.241,静岡県静岡市(井川),〈聞き手が〉いるか：父親に,イルカ
35.156,137.876,静岡県水窪町,〈聞き手が〉いるか：父親に,イルカ
35.156,137.876,静岡県水窪町,〈聞き手が〉いるか：父親に,オルカ
35.132,138.774,静岡県沼津市,〈聞き手が〉いるか：父親に,イル
35.110,138.560,静岡県由比町,〈聞き手が〉いるか：父親に,イル
35.068,138.106,静岡県中川根町,〈聞き手が〉いるか：父親に,イルカ
34.972,137.736,静岡県天竜市,〈聞き手が〉いるか：父親に,オルカ
34.972,139.111,静岡県伊東市,〈聞き手が〉いるか：父親に,イルカ
34.964,138.428,静岡県静岡市(大谷),〈聞き手が〉いるか：父親に,イルカ
34.885,138.947,静岡県天城湯ヶ島町,〈聞き手が〉いるか：父親に,イルカネ
34.763,137.874,静岡県磐田市,〈聞き手が〉いるか：父親に,イルカネ
34.756,138.859,静岡県松崎町,〈聞き手が〉いるか：父親に,イルケー
34.698,137.631,静岡県雄踏町,〈聞き手が〉いるか：父親に,イルカネ
35.287,136.921,愛知県小牧市,〈聞き手が〉いるか：父親に,イルノ
35.192,136.736,愛知県佐織町,〈聞き手が〉いるか：父親に,オルノー
35.192,136.736,愛知県佐織町,〈聞き手が〉いるか：父親に,オルカー
35.179,137.107,愛知県豊田市,〈聞き手が〉いるか：父親に,オルカ
35.172,137.353,愛知県足助町,〈聞き手が〉いるか：父親に,オル
35.172,137.353,愛知県足助町,〈聞き手が〉いるか：父親に,オルカン
35.120,136.834,愛知県名古屋市,〈聞き手が〉いるか：父親に,オルー
35.112,137.663,愛知県東栄町,〈聞き手が〉いるか：父親に,オルカイ
35.112,137.663,愛知県東栄町,〈聞き手が〉いるか：父親に,オルカエ
35.047,137.457,愛知県作手村,〈聞き手が〉いるか：父親に,オルカイ
34.966,137.175,愛知県岡崎市,〈聞き手が〉いるか：父親に,イルー
34.966,137.175,愛知県岡崎市,〈聞き手が〉いるか：父親に,オルー
34.893,137.012,愛知県碧南市,〈聞き手が〉いるか：父親に,オル
34.759,137.401,愛知県豊橋市,〈聞き手が〉いるか：父親に,オルカヤー
34.759,137.401,愛知県豊橋市,〈聞き手が〉いるか：父親に,オルカン
34.707,136.940,愛知県南知多町,〈聞き手が〉いるか：父親に,オルカナ
34.626,137.094,愛知県渥美町,〈聞き手が〉いるか：父親に,オルカン
34.626,137.094,愛知県渥美町,〈聞き手が〉いるか：父親に,イルカン
35.130,136.511,三重県北勢町,〈聞き手が〉いるか：父親に,オル
34.905,136.547,三重県鈴鹿市,〈聞き手が〉いるか：父親に,オル
34.765,136.129,三重県上野市,〈聞き手が〉いるか：父親に,イルカ
34.659,136.363,三重県白山町,〈聞き手が〉いるか：父親に,オルカ
34.559,136.528,三重県松阪市,〈聞き手が〉いるか：父親に,オルカ
34.442,136.879,三重県鳥羽市,〈聞き手が〉いるか：父親に,オルカ
34.380,136.369,三重県宮川村,〈聞き手が〉いるか：父親に,オルカ
34.364,136.710,三重県南勢町,〈聞き手が〉いるか：父親に,オルンカナ
34.364,136.710,三重県南勢町,〈聞き手が〉いるか：父親に,オルカナ
34.200,136.336,三重県紀伊長島町,〈聞き手が〉いるか：父親に,オルカイ
34.073,136.199,三重県尾鷲市,〈聞き手が〉いるか：父親に,オルンカナ
33.943,136.097,三重県熊野市,〈聞き手が〉いるか：父親に,イルカエ
33.943,136.097,三重県熊野市,〈聞き手が〉いるか：父親に,オルカエ
35.531,136.187,滋賀県余呉町,〈聞き手が〉いるか：父親に,オルカイネ
35.432,136.022,滋賀県今津町,〈聞き手が〉いるか：父親に,イルケー
35.386,136.266,滋賀県長浜市,〈聞き手が〉いるか：父親に,イルカ
35.251,136.266,滋賀県彦根市,〈聞き手が〉いるか：父親に,イルカ
35.136,136.092,滋賀県近江八幡市,〈聞き手が〉いるか：父親に,イルカー
35.065,135.873,滋賀県大津市,〈聞き手が〉いるか：父親に,イルヤロナ
34.877,136.054,滋賀県信楽町,〈聞き手が〉いるか：父親に,イルカ
35.645,134.901,京都府久美浜町,〈聞き手が〉いるか：父親に,オリマスカ
35.645,134.901,京都府久美浜町,〈聞き手が〉いるか：父親に,オルカ
35.625,135.071,京都府峰山町,〈聞き手が〉いるか：父親に,オルカ
35.531,135.080,京都府野田川町,〈聞き手が〉いるか：父親に,オンナルカ
35.527,135.192,京都府宮津市,〈聞き手が〉いるか：父親に,オットクレルカ
35.527,135.192,京都府宮津市,〈聞き手が〉いるか：父親に,オンナルカ
35.527,135.418,京都府舞鶴市,〈聞き手が〉いるか：父親に,オルカー
35.527,135.418,京都府舞鶴市,〈聞き手が〉いるか：父親に,オッテカー
35.527,135.418,京都府舞鶴市,〈聞き手が〉いるか：父親に,オルン
35.307,135.721,京都府美山町,〈聞き手が〉いるか：父親に,イハルカ
35.291,135.127,京都府福知山市,〈聞き手が〉いるか：父親に,オッテカ
35.178,135.399,京都府丹波町,〈聞き手が〉いるか：父親に,オッテヤカー
35.011,135.579,京都府亀岡市,〈聞き手が〉いるか：父親に,イエニ　オラハルカ
35.010,135.755,京都府京都市,〈聞き手が〉いるか：父親に,イエニ　イハリマッカ
35.010,135.755,京都府京都市,〈聞き手が〉いるか：父親に,イエニ　イハリマスカ
34.798,135.812,京都府井手町,〈聞き手が〉いるか：父親に,イルカ
34.798,135.812,京都府井手町,〈聞き手が〉いるか：父親に,イヤハルカ
34.989,135.478,大阪府能勢町,〈聞き手が〉いるか：父親に,オル
34.989,135.478,大阪府能勢町,〈聞き手が〉いるか：父親に,イル
34.989,135.478,大阪府能勢町,〈聞き手が〉いるか：父親に,オッチャカ
34.807,135.565,大阪府茨木市,〈聞き手が〉いるか：父親に,オルカ
34.792,135.732,大阪府枚方市,〈聞き手が〉いるか：父親に,イテルカ
34.698,135.515,大阪府大阪市,〈聞き手が〉いるか：父親に,イタハル
34.677,135.601,大阪府東大阪市,〈聞き手が〉いるか：父親に,イテルカ
34.677,135.601,大阪府東大阪市,〈聞き手が〉いるか：父親に,イルカ
34.518,135.464,大阪府堺市,〈聞き手が〉いるか：父親に,イテル
34.480,135.604,大阪府富田林市,〈聞き手が〉いるか：父親に,イルカ
34.460,135.367,大阪府岸和田市,〈聞き手が〉いるか：父親に,イテルカ
34.394,135.467,大阪府和泉市,〈聞き手が〉いるか：父親に,イタルカー
34.362,135.243,大阪府阪南市,〈聞き手が〉いるか：父親に,オルカー
35.548,134.825,兵庫県豊岡市,〈聞き手が〉いるか：父親に,オンナルカ
35.548,134.825,兵庫県豊岡市,〈聞き手が〉いるか：父親に,オルカー
35.523,134.489,兵庫県温泉町,〈聞き手が〉いるか：父親に,オルカー
35.283,134.983,兵庫県青垣町,〈聞き手が〉いるか：父親に,オッテカー
35.249,134.798,兵庫県朝来町,〈聞き手が〉いるか：父親に,オンナルカー
35.202,134.630,兵庫県一宮町(宍粟郡),〈聞き手が〉いるか：父親に,オルカ
35.060,135.169,兵庫県丹南町,〈聞き手が〉いるか：父親に,オッテケー
34.844,134.708,兵庫県姫路市,〈聞き手が〉いるか：父親に,オルカー
34.798,135.371,兵庫県宝塚市,〈聞き手が〉いるか：父親に,イハルー
34.798,135.371,兵庫県宝塚市,〈聞き手が〉いるか：父親に,イルー
34.777,134.433,兵庫県赤穂市,〈聞き手が〉いるか：父親に,オルカー
34.777,134.433,兵庫県赤穂市,〈聞き手が〉いるか：父親に,オルンー
34.740,135.393,兵庫県尼崎市,〈聞き手が〉いるか：父親に,イルー
34.740,135.393,兵庫県尼崎市,〈聞き手が〉いるか：父親に,オル
34.660,135.128,兵庫県神戸市,〈聞き手が〉いるか：父親に,オッテ
34.660,135.128,兵庫県神戸市,〈聞き手が〉いるか：父親に,オッテカ
34.660,135.128,兵庫県神戸市,〈聞き手が〉いるか：父親に,オルー
34.546,134.925,兵庫県北淡町,〈聞き手が〉いるか：父親に,オンノケー
34.546,134.925,兵庫県北淡町,〈聞き手が〉いるか：父親に,オッケー
34.365,134.762,兵庫県五色町,〈聞き手が〉いるか：父親に,オンノカー
34.287,134.946,兵庫県洲本市,〈聞き手が〉いるか：父親に,オッコー
34.681,136.048,奈良県山添村,〈聞き手が〉いるか：父親に,イルカ
34.680,135.830,奈良県奈良市,〈聞き手が〉いるか：父親に,イル
34.511,135.742,奈良県大和高田市,〈聞き手が〉いるか：父親に,オルカ
34.511,135.742,奈良県大和高田市,〈聞き手が〉いるか：父親に,イルカ
34.484,135.933,奈良県大宇陀町,〈聞き手が〉いるか：父親に,オルケー
34.436,135.802,奈良県高取町,〈聞き手が〉いるか：父親に,イルカ
34.271,135.882,奈良県天川村,〈聞き手が〉いるか：父親に,オッテクレルンデノー
34.110,135.623,奈良県野迫川村,〈聞き手が〉いるか：父親に,オルカ
33.955,135.739,奈良県十津川村,〈聞き手が〉いるか：父親に,オルカ
34.296,135.487,和歌山県かつらぎ町,〈聞き手が〉いるか：父親に,オルカ
34.209,135.225,和歌山県和歌山市,〈聞き手が〉いるか：父親に,イエニ　イテル
34.083,135.430,和歌山県清水町,〈聞き手が〉いるか：父親に,オルカ
